molecule,virus,reference,type,pubchem_smiles,obabel_smiles,pubchem_id,similarity_calculated,release
zintevir,Mixed,Kaggle,mixed,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)(O)OC3CC(OC3COP(=O)(O)OC4CC(OC4COP(=O)(O)OC5CC(OC5COP(=O)(O)OC6CC(OC6COP(=O)(O)OC7CC(OC7COP(=O)(O)OC8CC(OC8COP(=O)(O)OC9CC(OC9COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(O)OC1CC(OC1COP(=O)(OC1CC(OC1CO)N1C=NC2=C1N=C(NC2=O)N)S)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)N1C=NC2=C1N=C(NC2=O)N)O,OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=O)(OCC1OC(CC1OP(=S)(OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cc(C)c(=O)[nH]c1=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cc(C)c(=O)[nH]c1=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cc(C)c(=O)[nH]c1=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cnc2c1nc(N)[nH]c2=O)O)n1cc(C)c(=O)[nH]c1=O)S)n1cnc2c1nc(N)[nH]c2=O,16130283,1,0.3
ziresovir,Mixed,Kaggle,mixed,CC1=CC2=C(C=C1)N=C(N=C2NCC3(COC3)N)N4CCS(=O)(=O)C5=CC=CC=C5C4,Cc1ccc2c(c1)c(NCC1(N)COC1)nc(n2)N1CCS(=O)(=O)c2c(C1)cccc2,71262247,1,0.3
prulifloxacin,SARS-COV-2,10.1101/2020.01.28.922922,experimental,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C,O=c1oc(c(o1)CN1CCN(CC1)c1cc2c(cc1F)c(=O)c(c1n2C(C)S1)C(=O)O)C,65947,1,0.3
tegobuvir,SARS-COV-2,10.1101/2020.01.28.922922,experimental,C1=CC=C(C(=C1)C2=NC3=CN(C=CC3=N2)CC4=NN=C(C=C4)C5=C(C=C(C=C5)C(F)(F)F)C(F)(F)F)F,Fc1ccccc1c1nc2-c(n1)cn(cc2)Cc1ccc(nn1)c1ccc(cc1C(F)(F)F)C(F)(F)F,23649154,1,0.3
bictegravir,SARS-COV-2,10.1101/2020.01.28.922922,experimental,C1CC2CC1N3C(O2)CN4C=C(C(=O)C(=C4C3=O)O)C(=O)NCC5=C(C=C(C=C5F)F)F,Fc1cc(F)c(c(c1)F)CNC(=O)c1cn2CC3OC4CCC(N3C(=O)c2c(c1=O)O)C4,90311989,1,0.3
nelfinavir,SARS-COV-2,10.1101/2020.01.28.922922,experimental,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,OC(C(NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1CC2CCCCC2CC1C(=O)NC(C)(C)C,64143,1,0.3
Lopinavir,SARS-COV-2,missing,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,0,0.3
ritonavir,SARS-COV-2,missing,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622,0,0.3
favipiravir,SARS-COV-2,missing,experimental,C1=C(N=C(C(=O)N1)C(=O)N)F,Fc1c[nH]c(=O)c(n1)C(=O)N,492405,0,0.3
ribavirin,SARS-COV-2,missing,experimental,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542,0,0.3
monophosphoramidate,SARS-COV-2,missing,experimental,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(N)[O-].[Na+],O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(N)[O-].[Na+],,0,0.3
remdesivir,SARS-COV-2,missing,experimental,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016,0,0.3
ASC09 (TMC-310911),SARS-COV-2,missing,experimental,CC(CN(S(=O)(=O)c1ccc2c(c1)sc(n2)NC1CCN(CC1)C1CCCC1)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,CC(CN(S(=O)(=O)c1ccc2c(c1)sc(n2)NC1CCN(CC1)C1CCCC1)CC(C(Cc1ccccc1)NC(=O)OC1COC2C1CCO2)O)C,,0,0.3
arbidol,SARS-COV-2,missing,experimental,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3,CCOC(=O)c1c(CSc2ccccc2)n(c2c1c(CN(C)C)c(O)c(c2)Br)C,131411,0,0.3
Chlorpromazine hydrochloride,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C.Cl,6240,0,0.3
ribavirin,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542,0,0.3
mycophenolic acid,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,COc1c(CC=C(CCC(=O)O)C)c(O)c2c(c1C)COC2=O,446541,0,0.3
Disulfiram,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,CCN(CC)C(=S)SSC(=S)N(CC)CC,CCN(C(=S)SSC(=S)N(CC)CC)CC,3117,0,0.3
Nitazoxonide,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+](=O)[O-],CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)[N+](=O)[O-],,0,0.3
Niclosamide,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O,Clc1ccc(c(c1)C(=O)Nc1ccc(cc1Cl)[N+](=O)[O-])O,4477,0,0.3
ciclesonide,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6,O=C(C(C)C)OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2C1CCC1=CC(=O)C=CC21C)C1CCCCC1,6918155,0,0.3
quercetin,SARS-COV-2,https://blogs.sciencemag.org/pipeline/archives/2020/03/27/known-drugs-against-the-coronovirus-runner-up-candidates,experimental,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,5280343,0,0.3
tetra-O-galloyl-D-glucose (TGG),SARS-COV-2,10.1128/JVI.78.20.11334–11339.2004,experimental,OC1C(OC(C(C1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O)COC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O,OC1C(OC(C(C1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O)COC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O,,0,0.3
luteolin,SARS-COV-2,10.1128/JVI.78.20.11334–11339.2004,experimental,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,5280445,0,0.3
Scutellarein,SARS,10.7150/ijbs.45538,experimental,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(c(c2O)O)O,5281697,0,0.3
Glycyrrhizin,SARS,10.7150/ijbs.45538,experimental,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,OC1C(OC2OC(C(=O)O)C(C(C2O)O)O)C(OC(C1O)C(=O)O)OC1CCC2(C(C1(C)C)CCC1(C2C(=O)C=C2C1(C)CCC1(C2CC(C)(CC1)C(=O)O)C)C)C,14982,0,0.3
Herbacetin,MERS,10.7150/ijbs.45538,experimental,C1=CC(=CC=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)O)O)O,Oc1ccc(cc1)c1oc2c(O)c(O)cc(c2c(=O)c1O)O,5280544,0,0.3
helichrysetin,MERS,10.7150/ijbs.45538,experimental,COC1=CC(=CC(=C1C(=O)C=CC2=CC=C(C=C2)O)O)O,COc1cc(O)cc(c1C(=O)C=Cc1ccc(cc1)O)O,6253344,0,0.3
Tetrandrine,SARS,10.7150/ijbs.45538,experimental,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC,COc1c(OC)cc2c3c1Oc1cc4c(cc1OC)CCN(C4Cc1ccc(Oc4cc(CC3N(CC2)C)ccc4OC)cc1)C,73078,0,0.3
fangchinoline,SARS,10.7150/ijbs.45538,experimental,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)OC)OC,COc1cc2CCN(C3c2c(c1O)Oc1cc2c(cc1OC)CCN(C2Cc1ccc(Oc2cc(C3)ccc2OC)cc1)C)C,73481,0,0.3
cepharanthine,SARS,10.7150/ijbs.45538,experimental,CN1CCC2=CC3=C(C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3,COc1cc2CCN(C3c2cc1Oc1c2c(CCN(C2Cc2ccc(Oc4cc(C3)ccc4OC)cc2)C)cc2c1OCO2)C,10206,0,0.3
pectolinarin,SARS,10.7150/ijbs.45538,experimental,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)OC)O)O)O)O)O)O,COc1c(OC2OC(COC3OC(C)C(C(C3O)O)O)C(C(C2O)O)O)cc2c(c1O)c(=O)cc(o2)c1ccc(cc1)OC,168849,0,0.3
epigallocatechin gallate,SARS,10.7150/ijbs.45538,experimental,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,65064,0,0.3
gallocatechin gallate,SARS,10.7150/ijbs.45538,experimental,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,Oc1cc(O)c2c(c1)OC(C(C2)OC(=O)c1cc(O)c(c(c1)O)O)c1cc(O)c(c(c1)O)O,199472,0,0.3
Emodin,SARS,10.7150/ijbs.45538,experimental,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)cc(c1)O,3220,0,0.3
Baicalin,SARS,10.7150/ijbs.45538,experimental,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,OC(=O)C1OC(Oc2cc3oc(cc(=O)c3c(c2O)O)c2ccccc2)C(C(C1O)O)O,64982,0,0.3
Imatinib mesylate,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,CS(=O)(=O)O.CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,123596,0,0.3
gemcitabine hydrochloride,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl,OCC1OC(C(C1O)(F)F)n1ccc(nc1=O)N.Cl,60749,0,0.3
toremifene citrate,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,OC(=O)C(CC(=O)O)(CC(=O)O)O.ClCCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,3005572,0,0.3
Triflupromazine hydrochloride,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F.Cl,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C.Cl,66069,0,0.3
Dasatinib,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,3062316,0,0.3
Dimethyl sulfoxide,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CS(=O)C,CS(=O)C,679,0,0.3
Toremifene citrate,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,OC(=O)C(CC(=O)O)(CC(=O)O)O.ClCCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,3005572,0,0.3
chloroquine,MERS-CoV/SARS-CoV,10.1128/AAC.03036-14,experimental,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2719,0,0.3
Lasinavir,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032712,computational,CC(C)C(C(=O)NCCOC)NC(=O)C(CC1=C(C(=C(C=C1)OC)OC)OC)CC(C(CC2=CC=CC=C2)NC(=O)OC(C)(C)C)O,COCCNC(=O)C(C(C)C)NC(=O)C(Cc1ccc(c(c1OC)OC)OC)CC(C(Cc1ccccc1)NC(=O)OC(C)(C)C)O,464372,0,0.3
Brecanavir,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032712,computational,CC1=NC(=CS1)COC2=CC=C(C=C2)CC(C(CN(CC(C)C)S(=O)(=O)C3=CC4=C(C=C3)OCO4)O)NC(=O)OC5COC6C5CCO6,CC(CN(S(=O)(=O)c1ccc2c(c1)OCO2)CC(C(Cc1ccc(cc1)OCc1csc(n1)C)NC(=O)OC1COC2C1CCO2)O)C,5743186,0,0.3
Telinavir,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032713,computational,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)C(CC(=O)N)NC(=O)C2=NC3=CC=CC=C3C=C2)O)C(=O)NC(C)(C)C,CC(CN(C(=O)NC(C)(C)C)CC(C(NC(=O)C(NC(=O)c1ccc2c(n1)cccc2)CC(=O)N)Cc1ccccc1)O)C,382974,0,0.3
Rotigaptide,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032714,computational,CC(C(=O)NCC(=O)N)NC(=O)CNC(=O)C1CC(CN1C(=O)C2CCCN2C(=O)C(CC3=CC=C(C=C3)O)NC(=O)C)O,OC1CC(N(C1)C(=O)C1CCCN1C(=O)C(Cc1ccc(cc1)O)NC(=O)C)C(=O)NCC(=O)NC(C(=O)NCC(=O)N)C,9938933,0,0.3
Pimelautide,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032715,computational,CCCCCCCCCCCC(=O)NC(C)C(=O)NC(CCC(=O)NC(CCCC(C(=O)N)NC(=O)CN)C(=O)O)C(=O)O,CCCCCCCCCCCC(=O)NC(C(=O)NC(C(=O)O)CCC(=O)NC(C(=O)O)CCCC(C(=O)N)NC(=O)CN)C,70697634,0,0.3
"1,3-Bis-(2-ethoxycarbonylchromon-5-yloxy)-2-(lysyloxy)propane",SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032716,computational,CCOC(=O)C1=CC(=O)C2=C(O1)C=CC=C2OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)OCC)OC(=O)C(CCCCN)N.Cl.Cl,NCCCCC(C(=O)OC(COc1cccc2c1c(=O)cc(o2)C(=O)OCC)COc1cccc2c1c(=O)cc(o2)C(=O)OCC)N.Cl.Cl,196638,0,0.3
Ociltide,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032717,computational,C1CSC(=O)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)CNC(=O)C(CCCCNC=O)NC(=O)C(CC3=CC=C(C=C3)O)N,O=CNCCCCC(C(=O)NCC(=O)NC(C(=O)NC1CCSC1=O)Cc1ccccc1)NC(=O)C(Cc1ccc(cc1)O)N,76965368,0,0.3
Arzoxifene,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032718,computational,COC1=CC=C(C=C1)C2=C(C3=C(S2)C=C(C=C3)O)OC4=CC=C(C=C4)OCCN5CCCCC5,COc1ccc(cc1)c1sc2c(c1Oc1ccc(cc1)OCCN1CCCCC1)ccc(c2)O,179337,0,0.3
Tertamyloxycarbonyltetragastrin,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032719,computational,,,,0,0.3
Truxicurium,SARS-COV-2,https://chemrxiv.org/articles/Screening_of_Clinically_Approved_and_Investigation_Drugs_as_Potential_Inhibitors_of_COVID-19_Main_Protease_A_Virtual_Drug_Repurposing_Study/12032720,computational,CC[N+](C)(CC)CCCOC(=O)C1C(C(C1C2=CC=CC=C2)C(=O)OCCC[N+](C)(CC)CC)C3=CC=CC=C3,CC[N+](CCCOC(=O)C1C(c2ccccc2)C(C1c1ccccc1)C(=O)OCCC[N+](CC)(CC)C)(CC)C,20290,0,0.3
Ivermectin,SARS-COV-2,10.1016/j.antiviral.2020.104787,experimental,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,COC1CC(OC2C(C)C=CC=C3COC4C3(O)C(C=C(C4O)C)C(=O)OC3CC(CC=C2C)OC2(C3)CCC(C(O2)C(CC)C)C)OC(C1OC1CC(OC)C(C(O1)C)O)C,6321424,0,0.3
Oseltamivir,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028,0,0.3
Ribavirin,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,37542,0,0.3
Lopinavir,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C,92727,0,0.3
Ritonavir,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,392622,0,0.3
Ganciclovir,SARS-COV-2,https://doi.org/10.1101/2020.03.09.20033068,experimental,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,OCC(OCn1cnc2c1nc(N)[nH]c2=O)CO,135398740,0,0.3
Lopinavir/Ritonavir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O.CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(N1CCCNC1=O)C(C)C)O)Cc1ccccc1)COc1c(C)cccc1C.O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,11979606,0,0.3
Chloroquine phosphate,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O,OP(=O)(O)O.OP(=O)(O)O.CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,64927,0,0.3
Umifenovir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CCOC(=O)C1=C(N(C2=CC(=C(C(=C21)CN(C)C)O)Br)C)CSC3=CC=CC=C3,CCOC(=O)c1c(CSc2ccccc2)n(c2c1c(CN(C)C)c(O)c(c2)Br)C,131411,0,0.3
Hydroxychloroquine,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,OCCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,3652,0,0.3
Favipiravir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,C1=C(N=C(C(=O)N1)C(=O)N)F,Fc1c[nH]c(=O)c(n1)C(=O)N,492405,0,0.3
Methylprednisolone,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,6741,0,0.3
Remdesivir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,CCC(COC(=O)C(NP(=O)(Oc1ccccc1)OCC1OC(C(C1O)O)(C#N)c1ccc2n1ncnc2N)C)CC,121304016,0,0.3
Oseltamivir,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,65028,0,0.3
Baloxavir Marboxil,SARS-COV-2,https://doi.org/10.1101/2020.03.18.20038190,experimental,COC(=O)OCOC1=C2C(=O)N3CCOCC3N(N2C=CC1=O)C4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F,COC(=O)OCOc1c(=O)ccn2c1C(=O)N1CCOCC1N2C1c2ccccc2SCc2c1ccc(c2F)F,124081896,0,0.3
